0,1.0,0,0,1,
0,0.0,0,0,0,
1,1.0,0,0,5.0,
1,1.0,0,0,5.0,
1,1.0,0,0,5.0,
1,0.0,0,0,0,
2,1.0,0,0,13.0,
2,1.0,0,0,13.0,
2,1.0,0,0,13.0,
2,1.0,0,0,13.0,
2,1.0,0,0,13.0,
2,1.0,0,0,13.0,
2,1.0,0,0,13.0,
2,0.0,0,0,0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,1.0,0,0,29.0,
3,0.0,0,0,0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,1.0,0,0,61.0,
4,0.0,0,0,0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
5,1.0,0,0,125.0,
